"metro","lat","long","country","capital","population","state"
"Vargem Grande",-3.5428,-43.9158,"Brazil","",69213,""
"Bāmyān",34.8167,67.8167,"Afghanistan","admin",231398,""
"Polevskoy",56.45,60.1833,"Russia","",35546,""
"Rovaniemi",66.5028,25.7285,"Finland","admin",53406,""
"Hita",33.3211,130.9414,"Japan","",71801,""
"Scarborough",54.2773,-0.4017,"United Kingdom","",98148,""
"Sedalia",38.7042,-93.2351,"United States","",131247,"MO"
"Ngozi",-2.9,29.8167,"Burundi","admin",1646779,""
"Hilo",19.6886,-155.0864,"United States","",118846,"HI"
"Djibo",14.1012,-1.6279,"Burkina Faso","minor",286124,""
"Sawahlunto",-0.6828,100.7783,"Indonesia","",190451,""
"Alcudia",39.8525,3.1192,"Spain","",88735,""
"Barra da Estiva",-13.6258,-41.3269,"Brazil","",65226,""
"Vacaria",-28.5119,-50.9339,"Brazil","",68357,""
"Vereshchagino",58.0667,54.65,"Russia","",125807,""
"Coyhaique",-45.5712,-72.0685,"Chile","admin",67993,""
"Gaalkacyo",6.7697,47.4308,"Somalia","admin",184253,""
"Marchena",37.3333,-5.4167,"Spain","",117248,""
"Taebaek",37.1731,128.9861,"South Korea","",128206,""
"Saka",34.6167,-3.4167,"Morocco","",56211,""
"Meadville",41.6476,-80.1468,"United States","",120995,"PA"
"Chārīkār",35.0183,69.1679,"Afghanistan","admin",1048370,""
"Idiofa",-4.9596,19.5986,"Congo (Kinshasa)","",445329,""
"Tucumã",-6.7519,-51.1539,"Brazil","",84589,""
"Porto Nacional",-10.7078,-48.4169,"Brazil","",59271,""
"Jaguarão",-32.5658,-53.3758,"Brazil","",60329,""
"Oxford",34.3627,-89.5336,"United States","",130555,"MS"
"Nambuangongo",-8.0483,14.3372,"Angola","",50477,""
"Rio Pardo de Minas",-15.61,-42.54,"Brazil","",53654,""
"Tartagal",-22.5,-63.8333,"Argentina","minor",83604,""
"Puerto Limón",10.0022,-83.084,"Costa Rica","admin",207154,""
"Piuí",-20.465,-45.9578,"Brazil","",61429,""
"Afuá",-0.1569,-50.3869,"Brazil","",28367,""
"Juigalpa",12.0833,-85.4,"Nicaragua","admin",104033,""
"Lokoja",7.8019,6.7442,"Nigeria","admin",858716,""
"Glenwood Springs",39.5455,-107.3346,"United States","",95390,"CO"
"Yongyang",27.1017,106.7332,"China","",524944,""
"Nova Prata",-28.7839,-51.61,"Brazil","",123142,""
"Uchaly",54.3167,59.3833,"Russia","",102094,""
"São Gabriel",-30.3358,-54.32,"Brazil","",62147,""
"Yellāreddi",18.1859,78.0212,"India","",529168,""
"Abadan",38.0517,58.21,"Turkmenistan","",1849348,""
"Svobodnyy",51.3833,128.1333,"Russia","",71914,""
"Labinsk",44.6333,40.7333,"Russia","minor",74567,""
"Carangola",-20.7328,-42.0289,"Brazil","",75123,""
"Ajka",47.1006,17.5522,"Hungary","minor",147579,""
"Yongbei",26.6897,100.7463,"China","minor",347926,""
"Guacharachi",27.15,-107.3167,"Mexico","",62863,""
"Manhiça",-25.4,32.8,"Mozambique","",273485,""
"Kratie",12.4881,106.0188,"Cambodia","admin",366812,""
"Bayjī",34.9292,43.4931,"Iraq","minor",505035,""
"Kribi",2.95,9.9167,"Cameroon","",171905,""
"Palmas",-26.4839,-51.9908,"Brazil","",81582,""
"Maués",-3.3836,-57.7186,"Brazil","",71458,""
"Spassk-Dal’niy",44.6,132.8167,"Russia","",92878,""
"Ağcabədi",40.0489,47.4502,"Azerbaijan","admin",322288,""
"Moses Lake",47.128,-119.2761,"United States","",93993,"WA"
"Tecpán Guatemala",14.7667,-91,"Guatemala","minor",169850,""
"Nkhotakota",-12.9163,34.3,"Malawi","admin",419977,""
"Wisconsin Rapids",44.3927,-89.8265,"United States","",134729,"WI"
"Exu",-7.5133,-39.7239,"Brazil","",37624,""
"South Lake Tahoe",38.9393,-119.9828,"United States","",87865,"CA"
"Lewes",38.7777,-75.1448,"United States","",90875,"DE"
"Växjö",56.8837,14.8167,"Sweden","admin",161003,""
"Sayaxché",16.5167,-90.1833,"Guatemala","minor",198359,""
"Itānagar",27.1,93.62,"India","admin",1052794,""
"Lucas do Rio Verde",-13.05,-55.9108,"Brazil","",106448,""
"Mirassol d’Oeste",-15.675,-58.0958,"Brazil","",79404,""
"Rāmsar",36.9169,50.6736,"Iran","minor",415572,""
"Moorreesburg",-33.15,18.6667,"South Africa","",123997,""
"Gannan",47.9117,123.4978,"China","minor",299089,""
"São João do Paraíso",-15.3139,-42.0139,"Brazil","",65059,""
"Viedma",-40.8,-63,"Argentina","admin",78453,""
"Uglich",57.5333,38.3333,"Russia","",69255,""
"Clovis",34.4376,-103.1923,"United States","",78888,"NM"
"Dāmghān",36.1681,54.3481,"Iran","minor",74846,""
"Burdur",37.7167,30.2833,"Turkey","admin",595391,""
"Kabinda",-6.1296,24.48,"Congo (Kinshasa)","admin",350515,""
"Magdalena de Kino",30.6167,-111.05,"Mexico","minor",61846,""
"Bonney Lake",47.1791,-122.17,"United States","",67562,"WA"
"Pamplona",7.3761,-72.6483,"Colombia","minor",79434,""
"Dzhankoi",45.7086,34.3933,"Ukraine","minor",288816,""
"Cerro de Pasco",-10.6864,-76.2625,"Peru","admin",210982,""
"Ryazhsk",53.7167,40.0667,"Russia","",170735,""
"Mocímboa da Praia",-11.35,40.3333,"Mozambique","",135481,""
"Tezpur",26.6338,92.8,"India","",3890184,""
"Naviraí",-23.065,-54.1908,"Brazil","",81597,""
"Campo Maior",-4.8278,-42.1689,"Brazil","",77608,""
"Tremedal",-14.9758,-41.4108,"Brazil","",36863,""
"Kruševac",43.5833,21.3267,"Serbia","admin",220602,""
"Carinhanha",-14.305,-43.765,"Brazil","",55049,""
"Świnoujście",53.9167,14.25,"Poland","minor",98071,""
"Izberbash",42.5667,47.8667,"Russia","",187901,""
"Tornio",65.8497,24.1441,"Finland","minor",83824,""
"Ushuaia",-54.8072,-68.3044,"Argentina","admin",42676,""
"Aketi",2.7405,23.78,"Congo (Kinshasa)","",67805,""
"Ilha Solteira",-20.4272,-51.3436,"Brazil","",49295,""
"Curitibanos",-27.2828,-50.5839,"Brazil","",62705,""
"Greenwood",34.1945,-82.1542,"United States","",156981,"SC"
"Ma’erkang",31.9046,102.2167,"China","minor",81589,""
"Pryluky",50.6,32.4,"Ukraine","minor",148549,""
"San Ignacio",-26.8867,-57.0283,"Paraguay","",113158,""
"Jiantang",27.8205,99.7043,"China","minor",166090,""
"Nyagan",62.1333,65.3833,"Russia","",51755,""
"Bitlis",38.4,42.1167,"Turkey","admin",331444,""
"Shepetivka",50.1833,27.0667,"Ukraine","minor",217098,""
"Bondoukou",8.0304,-2.8,"Côte d'Ivoire","admin",544429,""
"Xinguara",-7.095,-49.9458,"Brazil","",73396,""
"Gujō",35.7486,136.9644,"Japan","",104242,""
"Alès",44.1281,4.0817,"France","minor",194053,""
"Stillwater",36.1316,-97.074,"United States","",113790,"OK"
"Allanmyo",19.3783,95.2279,"Myanmar","",434918,""
"Medianeira",-25.295,-54.0939,"Brazil","",114541,""
"São Bernardo",-3.3608,-42.4178,"Brazil","",105516,""
"António Enes",-16.2308,39.9105,"Mozambique","",504147,""
"Arendal",58.4667,8.7667,"Norway","admin",68058,""
"Tikhoretsk",45.85,40.1167,"Russia","minor",254591,""
"Mercedes",-33.25,-58.0319,"Uruguay","admin",69442,""
"Lonāvale",18.7481,73.4072,"India","",833958,""
"Krychaw",53.7194,31.7139,"Belarus","minor",99436,""
"Gbadolite",4.275,21,"Congo (Kinshasa)","admin",270781,""
"Charlottetown",46.2403,-63.1347,"Canada","admin",107211,""
"Manga",-14.7558,-43.9319,"Brazil","",70856,""
"Chajul",15.4872,-91.0347,"Guatemala","minor",796737,""
"Sejenane",37.0564,9.2382,"Tunisia","",184966,""
"São Miguel do Guaporé",-11.6936,-62.7114,"Brazil","",50537,""
"Wangtuan",36.8624,105.9915,"China","",598786,""
"Chillicothe",39.3393,-82.9937,"United States","",204445,"OH"
"Kabale",-1.2496,29.98,"Uganda","admin",2873086,""
"Adjumani",3.3614,31.8097,"Uganda","admin",785415,""
"Invercargill",-46.429,168.362,"New Zealand","admin",77880,""
"Riosucio",7.4386,-77.1133,"Colombia","minor",40765,""
"Caçapava do Sul",-30.5119,-53.4908,"Brazil","",54152,""
"Walsrode",52.8592,9.5853,"Germany","",70189,""
"Maun",-19.9833,23.4167,"Botswana","admin",99410,""
"Kórinthos",37.9386,22.9272,"Greece","minor",233852,""
"Gmunden",47.9181,13.7994,"Austria","minor",126379,""
"General Pico",-35.6587,-63.7577,"Argentina","minor",81882,""
"Neryungri",56.6583,124.725,"Russia","",65155,""
"Cuemba",-12.15,18.0833,"Angola","",33630,""
"Puerto Boyacá",5.9761,-74.5875,"Colombia","minor",124165,""
"Los Llanos de Aridane",28.65,-17.9,"Spain","",94717,""
"Kitgum",3.3004,32.87,"Uganda","admin",476863,""
"Châteauroux",46.8103,1.6911,"France","minor",183784,""
"Chinhoyi",-17.35,30.2,"Zimbabwe","admin",339385,""
"Jacundá",-4.4508,-49.1158,"Brazil","",78605,""
"Murakami",38.2239,139.4801,"Japan","",33693,""
"Qalādizay",36.1811,45.1286,"Iraq","minor",231997,""
"New Bern",35.0955,-77.0723,"United States","",79493,"NC"
"Bragado",-35.1167,-60.5,"Argentina","minor",96679,""
"Muğla",37.2167,28.3667,"Turkey","admin",262044,""
"Mengla",21.4866,101.5639,"China","minor",293607,""
"Amizmiz",31.21,-8.25,"Morocco","",25008,""
"Bindura",-17.3,31.3333,"Zimbabwe","admin",386577,""
"Tāybād",34.74,60.7756,"Iran","minor",137707,""
"Gaya",11.8878,3.4467,"Niger","minor",802221,""
"Tomé-Açu",-2.4189,-48.1519,"Brazil","",108272,""
"Oranjestad",12.5186,-70.0358,"Aruba","primary",108675,""
"Paraíso do Tocantins",-10.1758,-48.8669,"Brazil","",73541,""
"Angra do Heroísmo",38.6558,-27.2153,"Portugal","",59481,""
"Magong",23.5667,119.5833,"Taiwan","admin",95011,""
"Monte Alegre",-2.0078,-54.0689,"Brazil","",50561,""
"Ereğli",37.5142,34.048,"Turkey","minor",177832,""
"Sharypovo",55.525,89.2,"Russia","",103269,""
"Belle Glade",26.692,-80.6672,"United States","",60142,"FL"
"Cəlilabad",39.2042,48.4958,"Azerbaijan","admin",454369,""
"Adamantina",-21.6847,-51.0733,"Brazil","",44502,""
"Luckenwalde",52.0831,13.1667,"Germany","minor",89259,""
"Tromsø",69.6546,18.9637,"Norway","admin",83821,""
"Saintes",45.7464,-0.6333,"France","minor",220899,""
"Tilakpur",28.5278,81.1189,"Nepal","",1338190,""
"José María Morelos",19.75,-88.7,"Mexico","minor",76705,""
"Zavolzhye",56.6425,43.3928,"Russia","",83051,""
"Cotegipe",-12.0278,-44.2578,"Brazil","",50939,""
"Changling",44.27,123.99,"China","minor",812608,""
"Curralinho",-1.8139,-49.795,"Brazil","",89988,""
"Grass Valley",39.2237,-121.0521,"United States","",43826,"CA"
"Umm Ruwaba",12.9058,31.2156,"Sudan","",503169,""
"Parachinar",33.8992,70.1008,"Pakistan","",814558,""
"Gubakha",58.8667,57.5833,"Russia","",93837,""
"Halmstad",56.6754,12.8587,"Sweden","admin",237102,""
"Hermanus",-34.4167,19.3,"South Africa","",136560,""
"Guliston",40.4833,68.7833,"Uzbekistan","admin",982451,""
"Nuevo Casas Grandes",30.4167,-107.9167,"Mexico","minor",84298,""
"Monteiro",-7.8889,-37.12,"Brazil","",68379,""
"Lumberton",34.6312,-79.0186,"United States","",159932,"NC"
"Raub",3.7931,101.8569,"Malaysia","",292074,""
"Xinqing",48.2363,129.5059,"China","",131628,""
"Winneba",5.35,-0.6333,"Ghana","",583206,""
"Mozhga",56.45,52.2167,"Russia","",115050,""
"Galesburg",40.9506,-90.3763,"United States","",83841,"IL"
"Ra’s al ‘Ayn",36.8503,40.0706,"Syria","minor",272180,""
"Vera",37.25,-1.8667,"Spain","",101036,""
"Ukiah",39.1463,-123.2105,"United States","",99508,"CA"
"Imi n’Oulaoun",31.3094,-6.4992,"Morocco","",120308,""
"Lampang",18.3,99.5,"Thailand","admin",507820,""
"Xiaba",27.8825,108.1017,"China","",1543126,""
"Kozelsk",54.0353,35.7767,"Russia","",91246,""
"Uşak",38.6833,29.4,"Turkey","admin",423507,""
"Rimouski",48.45,-68.53,"Canada","",80036,""
"Bni Rzine",35.0108,-4.7262,"Morocco","",124019,""
"Garmsār",35.2167,52.3333,"Iran","minor",77733,""
"Nāndod",21.8704,73.5026,"India","",1015637,""
"Delano",35.767,-119.2637,"United States","",60777,"CA"
"Manosque",43.8342,5.7839,"France","",207711,""
"Harriman",35.9307,-84.5602,"United States","",135429,"TN"
"Ashwarāopeta",17.25,81.1333,"India","",291748,""
"Tacuarembó",-31.7144,-55.9828,"Uruguay","admin",69352,""
"Vincennes",38.676,-87.5102,"United States","",135808,"IN"
"Minot",48.2375,-101.2781,"United States","",41107,"ND"
"Huntsville",45.3333,-79.2167,"Canada","",67619,""
"Byaroza",52.5333,24.9825,"Belarus","minor",104802,""
"Farafenni",13.5667,-15.6,"The Gambia","",772741,""
"Chota",-6.55,-78.65,"Peru","",357276,""
"Miyoshi",34.026,133.8072,"Japan","",165664,""
"Silverthorne",39.656,-106.0867,"United States","",85480,"CO"
"Chivilcoy",-34.9,-60.0167,"Argentina","minor",88274,""
"Torzhok",57.0333,34.9667,"Russia","",72336,""
"Ciudad Melchor de Mencos",17.0667,-89.15,"Guatemala","minor",119156,""
"Loimaa",60.8514,23.0583,"Finland","minor",68113,""
"Tlapa de Comonfort",17.5461,-98.5764,"Mexico","minor",428648,""
"Gap",44.5594,6.0786,"France","minor",136792,""
"El Rama",12.2333,-84.3043,"Nicaragua","minor",122642,""
"Bluefields",12.014,-83.7645,"Nicaragua","admin",74428,""
"Sado",38.0183,138.3683,"Japan","",62842,""
"Zarafshon Shahri",41.5667,64.2,"Uzbekistan","",39662,""
"Castro",-42.4824,-73.7643,"Chile","minor",121556,""
"Tifton",31.4625,-83.5205,"United States","",116479,"GA"
"Ebebiyín",2.15,11.3167,"Equatorial Guinea","admin",258858,""
"Barra",-11.0889,-43.1419,"Brazil","",48865,""
"Rondon do Pará",-4.7758,-48.0669,"Brazil","",73126,""
"Springwood",-33.7036,150.55,"Australia","",211580,""
"Agrínio",38.6167,21.4,"Greece","minor",124632,""
"Jalor",25.35,72.6167,"India","",1332640,""
"Acará",-1.9608,-48.1969,"Brazil","",54482,""
"Argelia",2.2558,-77.2492,"Colombia","minor",79424,""
"Romny",50.7428,33.4879,"Ukraine","minor",142536,""
"Cuenca",40.0667,-2.15,"Spain","minor",83940,""
"Ruteng",-8.6118,120.4698,"Indonesia","minor",867115,""
"Flers",48.7483,-0.5694,"France","",449691,""
"Douar ’Ayn Dfali",33.95,-4.45,"Morocco","",60365,""
"Bījār",35.8741,47.5937,"Iran","minor",155430,""
"Chojnice",53.6955,17.557,"Poland","minor",281035,""
"Tábor",49.4145,14.6578,"Czechia","",117100,""
"Louangphabang",19.8931,102.1381,"Laos","admin",243788,""
"Ottumwa",41.0196,-92.4186,"United States","",100503,"IA"
"Gloversville",43.0491,-74.3465,"United States","",82634,"NY"
"Dabeiba",7.0014,-76.2611,"Colombia","minor",86196,""
"Portsmouth",38.7539,-82.9446,"United States","",99261,"OH"
"Kongoussi",13.3333,-1.5333,"Burkina Faso","minor",532676,""
"Oristano",39.9058,8.5916,"Italy","minor",151717,""
"Warsaw",41.2448,-85.8464,"United States","",121390,"IN"
"Pedra Azul",-16.005,-41.2969,"Brazil","",50730,""
"Peniche",39.35,-9.3667,"Portugal","minor",59417,""
"Santa Cruz Zenzontepec",16.5333,-97.5,"Mexico","",81382,""
"Rockingham",34.9386,-79.7608,"United States","",156363,"NC"
"Aberdeen",46.9757,-123.8094,"United States","",67253,"WA"
"Gaoya",36.4609,104.9936,"China","",511099,""
"Batman",37.8833,41.1333,"Turkey","admin",713394,""
"Ambanja",-13.6786,48.4522,"Madagascar","",297724,""
"Ayr",55.458,-4.629,"United Kingdom","",64266,""
"Vallenar",-28.5751,-70.7616,"Chile","minor",57823,""
"Manicoré",-5.8089,-61.3,"Brazil","",36508,""
"Santo Antônio do Içá",-3.1019,-67.94,"Brazil","",36646,""
"Ciudad Constitución",25.0322,-111.6703,"Mexico","minor",69419,""
"Mineiros",-17.5689,-52.5508,"Brazil","",74583,""
"Xincheng",39.9883,112.4673,"China","minor",211484,""
"Barra do Bugres",-15.0728,-57.1808,"Brazil","",67645,""
"Krasnokamensk",50.1,118.0333,"Russia","",65927,""
"Port Shepstone",-30.7411,30.4547,"South Africa","",585636,""
"Tutóia",-2.7619,-42.2739,"Brazil","",47614,""
"Greenville",33.385,-91.0514,"United States","",81291,"MS"
"Coxim",-18.5069,-54.76,"Brazil","",50669,""
"Bell Ville",-32.6333,-62.6833,"Argentina","minor",69767,""
"San José Villa de Allende",19.3747,-100.1475,"Mexico","minor",156536,""
"Voznesensk",47.5725,31.3119,"Ukraine","minor",226361,""
"Strakonice",49.2615,13.9024,"Czechia","",86644,""
"Mongu",-15.2796,23.12,"Zambia","admin",239405,""
"Bangor",53.228,-4.128,"United Kingdom","",240608,""
"Vyazma",55.2103,34.285,"Russia","",110334,""
"Qabqa",36.2814,100.6131,"China","minor",107663,""
"Pursat",12.5337,103.9167,"Cambodia","admin",434775,""
"Arsenyev",44.1667,133.2667,"Russia","",100669,""
"Branson",36.651,-93.2635,"United States","",143806,"MO"
"Mosbach",49.35,9.1333,"Germany","minor",98219,""
"Miyakojima",24.8056,125.2811,"Japan","",53569,""
"Alta Floresta D’Oeste",-11.9283,-61.995,"Brazil","",67014,""
"Itaocara",-21.6789,-42.0819,"Brazil","",52129,""
"Hamilton",32.2942,-64.7839,"Bermuda","primary",62019,""
"Marondera",-18.1833,31.55,"Zimbabwe","admin",324625,""
"Basankusu",1.2222,19.8028,"Congo (Kinshasa)","",211114,""
"Tizimín",21.1425,-88.1647,"Mexico","minor",80237,""
"Vršac",45.1206,21.2986,"Serbia","admin",146913,""
"São Luís Gonzaga",-28.4078,-54.9608,"Brazil","",70500,""
"Znojmo",48.8555,16.0488,"Czechia","",110919,""
"Diu",20.715,70.9844,"India","",661170,""
"Danville",40.1423,-87.6114,"United States","",73364,"IL"
"Sterling",41.7995,-89.6956,"United States","",97523,"IL"
"Garchitorena",13.8833,123.7,"Philippines","",82631,""
"Lamía",38.8972,22.4311,"Greece","admin",160848,""
"Takeo",10.9833,104.7833,"Cambodia","admin",1552798,""
"Trinidad",21.8,-79.9667,"Cuba","minor",63519,""
"Posse",-14.0928,-46.3689,"Brazil","",77350,""
"Dún Dealgan",54.009,-6.4049,"Ireland","admin",331300,""
"Keene",42.9494,-72.2997,"United States","",96068,"NH"
"Tauramena",5.0167,-72.75,"Colombia","minor",86157,""
"Gotō",32.6956,128.8408,"Japan","",59685,""
"Gwadar",25.1264,62.3225,"Pakistan","minor",119839,""
"El Bagre",7.6047,-74.8086,"Colombia","minor",69654,""
"Melo",-32.3667,-54.1833,"Uruguay","admin",64153,""
"St. Marys",41.4574,-78.5342,"United States","",103155,"PA"
"Kampong Thom",12.7,104.9,"Cambodia","admin",507812,""
"Rosário do Sul",-30.2578,-54.9139,"Brazil","",47724,""
"Caleta Olivia",-46.4333,-67.5333,"Argentina","",66741,""
"Taquarituba",-23.5328,-49.2439,"Brazil","",102983,""
"Arfoud",31.4361,-4.2328,"Morocco","",134210,""
"Ulcinj",41.9236,19.2056,"Montenegro","admin",105684,""
"Centralia",38.5223,-89.1233,"United States","",138352,"IL"
"Port Macquarie",-31.4333,152.9,"Australia","",104418,""
"Mulongo",-7.8349,26.9985,"Congo (Kinshasa)","",1744046,""
"Huazangsi",36.9836,103.1265,"China","minor",398983,""
"Abdul Hakim",30.5522,72.1278,"Pakistan","",3024350,""
"Conceição do Araguaia",-8.2578,-49.265,"Brazil","",55733,""
"Port-Vila",-17.7333,168.3167,"Vanuatu","primary",104315,""
"Mangochi",-14.4722,35.2639,"Malawi","admin",1322361,""
"Asha",55,57.25,"Russia","",79237,""
"Tadmur",34.56,38.2672,"Syria","minor",52669,""
"Saint-Lô",49.1144,-1.0917,"France","minor",190579,""
"Akhtubinsk",48.2833,46.1667,"Russia","",111580,""
"Vejle",55.709,9.535,"Denmark","admin",245793,""
"Salisbury",35.6656,-80.4909,"United States","",138565,"NC"
"Séguéla",7.9611,-6.6731,"Côte d'Ivoire","admin",307505,""
"Knysna",-34.0356,23.0489,"South Africa","",116557,""
"Ocosingo",16.9072,-92.0961,"Mexico","minor",186158,""
"Sar-e Pul",36.2214,65.9278,"Afghanistan","admin",64951,""
"Lloydminster",53.2783,-110.005,"Canada","",48481,""
"Kanash",55.5167,47.5,"Russia","",259652,""
"Ylivieska",64.0722,24.5375,"Finland","minor",65333,""
"Banī Walīd",31.7455,13.9835,"Libya","",109022,""
"Cheremkhovo",53.15,103.0667,"Russia","",81124,""
"Ye",15.2533,97.8679,"Myanmar","",309826,""
"Whangarei",-35.725,174.3236,"New Zealand","admin",118409,""
"Mahalapye",-23.1041,26.8142,"Botswana","",92512,""
"Mweka",-4.84,21.57,"Congo (Kinshasa)","",670516,""
"Oshakati",-17.8,15.6833,"Namibia","admin",264380,""
"Koriukivka",51.7833,32.25,"Ukraine","minor",92079,""
"Conselheiro Pena",-19.1719,-41.4719,"Brazil","",62071,""
"Russellville",35.2763,-93.1383,"United States","",137786,"AR"
"Varkaus",62.3167,27.8833,"Finland","minor",47890,""
"Traverse City",44.7547,-85.6035,"United States","",171339,"MI"
"Naryn",41.4333,76,"Kyrgyzstan","admin",122958,""
"Zacualtipán",20.65,-98.65,"Mexico","",113913,""
"Ma‘ān",30.192,35.736,"Jordan","admin",186544,""
"Ōuda-yamaguchi",34.5278,135.9525,"Japan","",74134,""
"Sisophon",13.5859,102.9737,"Cambodia","admin",566759,""
"Yendi",9.4337,-0.0167,"Ghana","",427188,""
"Alta Floresta",-9.8758,-56.0858,"Brazil","",65857,""
"Vieiro",43.6481,-7.59,"Spain","",94886,""
"Borovichi",58.4,33.9167,"Russia","",98121,""
"Qinhe",36.5047,112.3335,"China","minor",373189,""
"Paulistana",-8.1439,-41.15,"Brazil","",65731,""
"Moyobamba",-6.0333,-76.9667,"Peru","admin",301848,""
"Gogrial",8.5337,28.1167,"South Sudan","",365393,""
"Struga",41.1775,20.6789,"Macedonia","admin",197879,""
"Boa Esperança",-21.09,-45.5658,"Brazil","",53083,""
"Lindong",43.9673,119.357,"China","minor",366945,""
"Kahemba",-7.2829,19,"Congo (Kinshasa)","",156596,""
"Abū Ḩamad",19.537,33.326,"Sudan","",159689,""
"Nenjiang",49.1745,125.216,"China","minor",400960,""
"Al Khārjah",25.44,30.55,"Egypt","admin",99303,""
"Aosta",45.7372,7.3206,"Italy","admin",106478,""
"Mytilíni",39.1047,26.5536,"Greece","admin",106198,""
"Floresta",-8.6008,-38.5678,"Brazil","",56960,""
"Dyersburg",36.0465,-89.3777,"United States","",115055,"TN"
